d.cod_familiar_fam;d.fx_rfpc;nom_pessoa;num_nis_pessoa_atual;dta_nasc_pessoa;cod_parentesco_rf_pessoa;nom_completo_mae_pessoa
10000384;1;FAMILIA 384;10000000384;01/01/1985;1;MÃE 384
10000385;2;FAMILIA 385;10000000385;01/01/1985;1;MÃE 385
10000386;3;FAMILIA 386;10000000386;01/01/1985;1;MÃE 386
10000387;1;FAMILIA 387;10000000387;01/01/1985;1;MÃE 387
10000388;2;FAMILIA 388;10000000388;01/01/1985;1;MÃE 388
10000389;3;FAMILIA 389;10000000389;01/01/1985;1;MÃE 389
10000390;1;FAMILIA 390;10000000390;01/01/1985;1;MÃE 390
10000391;2;FAMILIA 391;10000000391;01/01/1985;1;MÃE 391
10000392;3;FAMILIA 392;10000000392;01/01/1985;1;MÃE 392
10000393;1;FAMILIA 393;10000000393;01/01/1985;1;MÃE 393
10000394;2;FAMILIA 394;10000000394;01/01/1985;1;MÃE 394
10000395;3;FAMILIA 395;10000000395;01/01/1985;1;MÃE 395
10000396;1;FAMILIA 396;10000000396;01/01/1985;1;MÃE 396
10000397;2;FAMILIA 397;10000000397;01/01/1985;1;MÃE 397
10000398;3;FAMILIA 398;10000000398;01/01/1985;1;MÃE 398
10000399;1;FAMILIA 399;10000000399;01/01/1985;1;MÃE 399
10000400;2;FAMILIA 400;10000000400;01/01/1985;1;MÃE 400
10000401;3;FAMILIA 401;10000000401;01/01/1985;1;MÃE 401
10000402;1;FAMILIA 402;10000000402;01/01/1985;1;MÃE 402
10000403;2;FAMILIA 403;10000000403;01/01/1985;1;MÃE 403
10000404;3;FAMILIA 404;10000000404;01/01/1985;1;MÃE 404
10000405;1;FAMILIA 405;10000000405;01/01/1985;1;MÃE 405
10000406;2;FAMILIA 406;10000000406;01/01/1985;1;MÃE 406
10000407;3;FAMILIA 407;10000000407;01/01/1985;1;MÃE 407
10000408;1;FAMILIA 408;10000000408;01/01/1985;1;MÃE 408
10000409;2;FAMILIA 409;10000000409;01/01/1985;1;MÃE 409
10000410;3;FAMILIA 410;10000000410;01/01/1985;1;MÃE 410
10000411;1;FAMILIA 411;10000000411;01/01/1985;1;MÃE 411
10000412;2;FAMILIA 412;10000000412;01/01/1985;1;MÃE 412
10000413;3;FAMILIA 413;10000000413;01/01/1985;1;MÃE 413
10000414;1;FAMILIA 414;10000000414;01/01/1985;1;MÃE 414
10000415;2;FAMILIA 415;10000000415;01/01/1985;1;MÃE 415
10000416;3;FAMILIA 416;10000000416;01/01/1985;1;MÃE 416
10000417;1;FAMILIA 417;10000000417;01/01/1985;1;MÃE 417
10000418;2;FAMILIA 418;10000000418;01/01/1985;1;MÃE 418
10000419;3;FAMILIA 419;10000000419;01/01/1985;1;MÃE 419
10000420;1;FAMILIA 420;10000000420;01/01/1985;1;MÃE 420
10000421;2;FAMILIA 421;10000000421;01/01/1985;1;MÃE 421
10000422;3;FAMILIA 422;10000000422;01/01/1985;1;MÃE 422
10000423;1;FAMILIA 423;10000000423;01/01/1985;1;MÃE 423
10000424;2;FAMILIA 424;10000000424;01/01/1985;1;MÃE 424
10000425;3;FAMILIA 425;10000000425;01/01/1985;1;MÃE 425
10000426;1;FAMILIA 426;10000000426;01/01/1985;1;MÃE 426
10000427;2;FAMILIA 427;10000000427;01/01/1985;1;MÃE 427
10000428;3;FAMILIA 428;10000000428;01/01/1985;1;MÃE 428
10000429;1;FAMILIA 429;10000000429;01/01/1985;1;MÃE 429
10000430;2;FAMILIA 430;10000000430;01/01/1985;1;MÃE 430
10000431;3;FAMILIA 431;10000000431;01/01/1985;1;MÃE 431
10000432;1;FAMILIA 432;10000000432;01/01/1985;1;MÃE 432
10000433;2;FAMILIA 433;10000000433;01/01/1985;1;MÃE 433
10000434;3;FAMILIA 434;10000000434;01/01/1985;1;MÃE 434
10000435;1;FAMILIA 435;10000000435;01/01/1985;1;MÃE 435
10000436;2;FAMILIA 436;10000000436;01/01/1985;1;MÃE 436
10000437;3;FAMILIA 437;10000000437;01/01/1985;1;MÃE 437
10000438;1;FAMILIA 438;10000000438;01/01/1985;1;MÃE 438
10000439;2;FAMILIA 439;10000000439;01/01/1985;1;MÃE 439
10000440;3;FAMILIA 440;10000000440;01/01/1985;1;MÃE 440
10000441;1;FAMILIA 441;10000000441;01/01/1985;1;MÃE 441
10000442;2;FAMILIA 442;10000000442;01/01/1985;1;MÃE 442
10000443;3;FAMILIA 443;10000000443;01/01/1985;1;MÃE 443
10000444;1;FAMILIA 444;10000000444;01/01/1985;1;MÃE 444
10000445;2;FAMILIA 445;10000000445;01/01/1985;1;MÃE 445
10000446;3;FAMILIA 446;10000000446;01/01/1985;1;MÃE 446
10000447;1;FAMILIA 447;10000000447;01/01/1985;1;MÃE 447
10000448;2;FAMILIA 448;10000000448;01/01/1985;1;MÃE 448
10000449;3;FAMILIA 449;10000000449;01/01/1985;1;MÃE 449
10000450;1;FAMILIA 450;10000000450;01/01/1985;1;MÃE 450
10000451;2;FAMILIA 451;10000000451;01/01/1985;1;MÃE 451
10000452;3;FAMILIA 452;10000000452;01/01/1985;1;MÃE 452
10000453;1;FAMILIA 453;10000000453;01/01/1985;1;MÃE 453
10000454;2;FAMILIA 454;10000000454;01/01/1985;1;MÃE 454
10000455;3;FAMILIA 455;10000000455;01/01/1985;1;MÃE 455
10000456;1;FAMILIA 456;10000000456;01/01/1985;1;MÃE 456
10000457;2;FAMILIA 457;10000000457;01/01/1985;1;MÃE 457
10000458;3;FAMILIA 458;10000000458;01/01/1985;1;MÃE 458
10000459;1;FAMILIA 459;10000000459;01/01/1985;1;MÃE 459
10000460;2;FAMILIA 460;10000000460;01/01/1985;1;MÃE 460
10000461;3;FAMILIA 461;10000000461;01/01/1985;1;MÃE 461
10000462;1;FAMILIA 462;10000000462;01/01/1985;1;MÃE 462
10000463;2;FAMILIA 463;10000000463;01/01/1985;1;MÃE 463
10000464;3;FAMILIA 464;10000000464;01/01/1985;1;MÃE 464
10000465;1;FAMILIA 465;10000000465;01/01/1985;1;MÃE 465
10000466;2;FAMILIA 466;10000000466;01/01/1985;1;MÃE 466
10000467;3;FAMILIA 467;10000000467;01/01/1985;1;MÃE 467
10000468;1;FAMILIA 468;10000000468;01/01/1985;1;MÃE 468
10000469;2;FAMILIA 469;10000000469;01/01/1985;1;MÃE 469
10000470;3;FAMILIA 470;10000000470;01/01/1985;1;MÃE 470
10000471;1;FAMILIA 471;10000000471;01/01/1985;1;MÃE 471
10000472;2;FAMILIA 472;10000000472;01/01/1985;1;MÃE 472
10000473;3;FAMILIA 473;10000000473;01/01/1985;1;MÃE 473
10000474;1;FAMILIA 474;10000000474;01/01/1985;1;MÃE 474
10000475;2;FAMILIA 475;10000000475;01/01/1985;1;MÃE 475
10000476;3;FAMILIA 476;10000000476;01/01/1985;1;MÃE 476
10000477;1;FAMILIA 477;10000000477;01/01/1985;1;MÃE 477
10000478;2;FAMILIA 478;10000000478;01/01/1985;1;MÃE 478
10000479;3;FAMILIA 479;10000000479;01/01/1985;1;MÃE 479
10000480;1;FAMILIA 480;10000000480;01/01/1985;1;MÃE 480
10000481;2;FAMILIA 481;10000000481;01/01/1985;1;MÃE 481
10000482;3;FAMILIA 482;10000000482;01/01/1985;1;MÃE 482
10000483;1;FAMILIA 483;10000000483;01/01/1985;1;MÃE 483
10000484;2;FAMILIA 484;10000000484;01/01/1985;1;MÃE 484
10000485;3;FAMILIA 485;10000000485;01/01/1985;1;MÃE 485
10000486;1;FAMILIA 486;10000000486;01/01/1985;1;MÃE 486
10000487;2;FAMILIA 487;10000000487;01/01/1985;1;MÃE 487
10000488;3;FAMILIA 488;10000000488;01/01/1985;1;MÃE 488
10000489;1;FAMILIA 489;10000000489;01/01/1985;1;MÃE 489
10000490;2;FAMILIA 490;10000000490;01/01/1985;1;MÃE 490
10000491;3;FAMILIA 491;10000000491;01/01/1985;1;MÃE 491
10000492;1;FAMILIA 492;10000000492;01/01/1985;1;MÃE 492
10000493;2;FAMILIA 493;10000000493;01/01/1985;1;MÃE 493
10000494;3;FAMILIA 494;10000000494;01/01/1985;1;MÃE 494
10000495;1;FAMILIA 495;10000000495;01/01/1985;1;MÃE 495
10000496;2;FAMILIA 496;10000000496;01/01/1985;1;MÃE 496
10000497;3;FAMILIA 497;10000000497;01/01/1985;1;MÃE 497
10000498;1;FAMILIA 498;10000000498;01/01/1985;1;MÃE 498
10000499;2;FAMILIA 499;10000000499;01/01/1985;1;MÃE 499
10000500;3;FAMILIA 500;10000000500;01/01/1985;1;MÃE 500
10000501;1;FAMILIA 501;10000000501;01/01/1985;1;MÃE 501
10000502;2;FAMILIA 502;10000000502;01/01/1985;1;MÃE 502
10000503;3;FAMILIA 503;10000000503;01/01/1985;1;MÃE 503
10000504;1;FAMILIA 504;10000000504;01/01/1985;1;MÃE 504
10000505;2;FAMILIA 505;10000000505;01/01/1985;1;MÃE 505
10000506;3;FAMILIA 506;10000000506;01/01/1985;1;MÃE 506
10000507;1;FAMILIA 507;10000000507;01/01/1985;1;MÃE 507
10000508;2;FAMILIA 508;10000000508;01/01/1985;1;MÃE 508
10000509;3;FAMILIA 509;10000000509;01/01/1985;1;MÃE 509
10000510;1;FAMILIA 510;10000000510;01/01/1985;1;MÃE 510
10000511;2;FAMILIA 511;10000000511;01/01/1985;1;MÃE 511
10000512;3;FAMILIA 512;10000000512;01/01/1985;1;MÃE 512
10000513;1;FAMILIA 513;10000000513;01/01/1985;1;MÃE 513
10000514;2;FAMILIA 514;10000000514;01/01/1985;1;MÃE 514
10000515;3;FAMILIA 515;10000000515;01/01/1985;1;MÃE 515
10000516;1;FAMILIA 516;10000000516;01/01/1985;1;MÃE 516
10000517;2;FAMILIA 517;10000000517;01/01/1985;1;MÃE 517
10000518;3;FAMILIA 518;10000000518;01/01/1985;1;MÃE 518
10000519;1;FAMILIA 519;10000000519;01/01/1985;1;MÃE 519
10000520;2;FAMILIA 520;10000000520;01/01/1985;1;MÃE 520
10000521;3;FAMILIA 521;10000000521;01/01/1985;1;MÃE 521
10000522;1;FAMILIA 522;10000000522;01/01/1985;1;MÃE 522
10000523;2;FAMILIA 523;10000000523;01/01/1985;1;MÃE 523
10000524;3;FAMILIA 524;10000000524;01/01/1985;1;MÃE 524
10000525;1;FAMILIA 525;10000000525;01/01/1985;1;MÃE 525
10000526;2;FAMILIA 526;10000000526;01/01/1985;1;MÃE 526
10000527;3;FAMILIA 527;10000000527;01/01/1985;1;MÃE 527
10000528;1;FAMILIA 528;10000000528;01/01/1985;1;MÃE 528
10000529;2;FAMILIA 529;10000000529;01/01/1985;1;MÃE 529
10000530;3;FAMILIA 530;10000000530;01/01/1985;1;MÃE 530
10000531;1;FAMILIA 531;10000000531;01/01/1985;1;MÃE 531
10000532;2;FAMILIA 532;10000000532;01/01/1985;1;MÃE 532
10000533;3;FAMILIA 533;10000000533;01/01/1985;1;MÃE 533
10000534;1;FAMILIA 534;10000000534;01/01/1985;1;MÃE 534
10000535;2;FAMILIA 535;10000000535;01/01/1985;1;MÃE 535
10000536;3;FAMILIA 536;10000000536;01/01/1985;1;MÃE 536
10000537;1;FAMILIA 537;10000000537;01/01/1985;1;MÃE 537
10000538;2;FAMILIA 538;10000000538;01/01/1985;1;MÃE 538
10000539;3;FAMILIA 539;10000000539;01/01/1985;1;MÃE 539
10000540;1;FAMILIA 540;10000000540;01/01/1985;1;MÃE 540
10000541;2;FAMILIA 541;10000000541;01/01/1985;1;MÃE 541
10000542;3;FAMILIA 542;10000000542;01/01/1985;1;MÃE 542
10000543;1;FAMILIA 543;10000000543;01/01/1985;1;MÃE 543
10000544;2;FAMILIA 544;10000000544;01/01/1985;1;MÃE 544
10000545;3;FAMILIA 545;10000000545;01/01/1985;1;MÃE 545
10000546;1;FAMILIA 546;10000000546;01/01/1985;1;MÃE 546
10000547;2;FAMILIA 547;10000000547;01/01/1985;1;MÃE 547
10000548;3;FAMILIA 548;10000000548;01/01/1985;1;MÃE 548
10000549;1;FAMILIA 549;10000000549;01/01/1985;1;MÃE 549
10000550;2;FAMILIA 550;10000000550;01/01/1985;1;MÃE 550
10000551;3;FAMILIA 551;10000000551;01/01/1985;1;MÃE 551
10000552;1;FAMILIA 552;10000000552;01/01/1985;1;MÃE 552
10000553;2;FAMILIA 553;10000000553;01/01/1985;1;MÃE 553
10000554;3;FAMILIA 554;10000000554;01/01/1985;1;MÃE 554
10000555;1;FAMILIA 555;10000000555;01/01/1985;1;MÃE 555
10000556;2;FAMILIA 556;10000000556;01/01/1985;1;MÃE 556
10000557;3;FAMILIA 557;10000000557;01/01/1985;1;MÃE 557
10000558;1;FAMILIA 558;10000000558;01/01/1985;1;MÃE 558
10000559;2;FAMILIA 559;10000000559;01/01/1985;1;MÃE 559
10000560;3;FAMILIA 560;10000000560;01/01/1985;1;MÃE 560
10000561;1;FAMILIA 561;10000000561;01/01/1985;1;MÃE 561
10000562;2;FAMILIA 562;10000000562;01/01/1985;1;MÃE 562
10000563;3;FAMILIA 563;10000000563;01/01/1985;1;MÃE 563
10000564;1;FAMILIA 564;10000000564;01/01/1985;1;MÃE 564
10000565;2;FAMILIA 565;10000000565;01/01/1985;1;MÃE 565
10000566;3;FAMILIA 566;10000000566;01/01/1985;1;MÃE 566
10000567;1;FAMILIA 567;10000000567;01/01/1985;1;MÃE 567
10000568;2;FAMILIA 568;10000000568;01/01/1985;1;MÃE 568
10000569;3;FAMILIA 569;10000000569;01/01/1985;1;MÃE 569
10000570;1;FAMILIA 570;10000000570;01/01/1985;1;MÃE 570
10000571;2;FAMILIA 571;10000000571;01/01/1985;1;MÃE 571
10000572;3;FAMILIA 572;10000000572;01/01/1985;1;MÃE 572
10000573;1;FAMILIA 573;10000000573;01/01/1985;1;MÃE 573
10000574;2;FAMILIA 574;10000000574;01/01/1985;1;MÃE 574
10000575;3;FAMILIA 575;10000000575;01/01/1985;1;MÃE 575
10000576;1;FAMILIA 576;10000000576;01/01/1985;1;MÃE 576
10000577;2;FAMILIA 577;10000000577;01/01/1985;1;MÃE 577
10000578;3;FAMILIA 578;10000000578;01/01/1985;1;MÃE 578
10000579;1;FAMILIA 579;10000000579;01/01/1985;1;MÃE 579
10000580;2;FAMILIA 580;10000000580;01/01/1985;1;MÃE 580
10000581;3;FAMILIA 581;10000000581;01/01/1985;1;MÃE 581
10000582;1;FAMILIA 582;10000000582;01/01/1985;1;MÃE 582
10000583;2;FAMILIA 583;10000000583;01/01/1985;1;MÃE 583
10000584;3;FAMILIA 584;10000000584;01/01/1985;1;MÃE 584
10000585;1;FAMILIA 585;10000000585;01/01/1985;1;MÃE 585
10000586;2;FAMILIA 586;10000000586;01/01/1985;1;MÃE 586
10000587;3;FAMILIA 587;10000000587;01/01/1985;1;MÃE 587
10000588;1;FAMILIA 588;10000000588;01/01/1985;1;MÃE 588
10000589;2;FAMILIA 589;10000000589;01/01/1985;1;MÃE 589
10000590;3;FAMILIA 590;10000000590;01/01/1985;1;MÃE 590
10000591;1;FAMILIA 591;10000000591;01/01/1985;1;MÃE 591
10000592;2;FAMILIA 592;10000000592;01/01/1985;1;MÃE 592
10000593;3;FAMILIA 593;10000000593;01/01/1985;1;MÃE 593
10000594;1;FAMILIA 594;10000000594;01/01/1985;1;MÃE 594
10000595;2;FAMILIA 595;10000000595;01/01/1985;1;MÃE 595
10000596;3;FAMILIA 596;10000000596;01/01/1985;1;MÃE 596
10000597;1;FAMILIA 597;10000000597;01/01/1985;1;MÃE 597
10000598;2;FAMILIA 598;10000000598;01/01/1985;1;MÃE 598
10000599;3;FAMILIA 599;10000000599;01/01/1985;1;MÃE 599
10000600;1;FAMILIA 600;10000000600;01/01/1985;1;MÃE 600
10000601;2;FAMILIA 601;10000000601;01/01/1985;1;MÃE 601
10000602;3;FAMILIA 602;10000000602;01/01/1985;1;MÃE 602
10000603;1;FAMILIA 603;10000000603;01/01/1985;1;MÃE 603
10000604;2;FAMILIA 604;10000000604;01/01/1985;1;MÃE 604
10000605;3;FAMILIA 605;10000000605;01/01/1985;1;MÃE 605
10000606;1;FAMILIA 606;10000000606;01/01/1985;1;MÃE 606
10000607;2;FAMILIA 607;10000000607;01/01/1985;1;MÃE 607
10000608;3;FAMILIA 608;10000000608;01/01/1985;1;MÃE 608
10000609;1;FAMILIA 609;10000000609;01/01/1985;1;MÃE 609
10000610;2;FAMILIA 610;10000000610;01/01/1985;1;MÃE 610
10000611;3;FAMILIA 611;10000000611;01/01/1985;1;MÃE 611
10000612;1;FAMILIA 612;10000000612;01/01/1985;1;MÃE 612
10000613;2;FAMILIA 613;10000000613;01/01/1985;1;MÃE 613
10000614;3;FAMILIA 614;10000000614;01/01/1985;1;MÃE 614
10000615;1;FAMILIA 615;10000000615;01/01/1985;1;MÃE 615
10000616;2;FAMILIA 616;10000000616;01/01/1985;1;MÃE 616
10000617;3;FAMILIA 617;10000000617;01/01/1985;1;MÃE 617
10000618;1;FAMILIA 618;10000000618;01/01/1985;1;MÃE 618
10000619;2;FAMILIA 619;10000000619;01/01/1985;1;MÃE 619
10000620;3;FAMILIA 620;10000000620;01/01/1985;1;MÃE 620
10000621;1;FAMILIA 621;10000000621;01/01/1985;1;MÃE 621
10000622;2;FAMILIA 622;10000000622;01/01/1985;1;MÃE 622
10000623;3;FAMILIA 623;10000000623;01/01/1985;1;MÃE 623
10000624;1;FAMILIA 624;10000000624;01/01/1985;1;MÃE 624
10000625;2;FAMILIA 625;10000000625;01/01/1985;1;MÃE 625
10000626;3;FAMILIA 626;10000000626;01/01/1985;1;MÃE 626
10000627;1;FAMILIA 627;10000000627;01/01/1985;1;MÃE 627
10000628;2;FAMILIA 628;10000000628;01/01/1985;1;MÃE 628
10000629;3;FAMILIA 629;10000000629;01/01/1985;1;MÃE 629
10000630;1;FAMILIA 630;10000000630;01/01/1985;1;MÃE 630
10000631;2;FAMILIA 631;10000000631;01/01/1985;1;MÃE 631
10000632;3;FAMILIA 632;10000000632;01/01/1985;1;MÃE 632
10000633;1;FAMILIA 633;10000000633;01/01/1985;1;MÃE 633
10000634;2;FAMILIA 634;10000000634;01/01/1985;1;MÃE 634
10000635;3;FAMILIA 635;10000000635;01/01/1985;1;MÃE 635
10000636;1;FAMILIA 636;10000000636;01/01/1985;1;MÃE 636
10000637;2;FAMILIA 637;10000000637;01/01/1985;1;MÃE 637
10000638;3;FAMILIA 638;10000000638;01/01/1985;1;MÃE 638
10000639;1;FAMILIA 639;10000000639;01/01/1985;1;MÃE 639
10000640;2;FAMILIA 640;10000000640;01/01/1985;1;MÃE 640
10000641;3;FAMILIA 641;10000000641;01/01/1985;1;MÃE 641
10000642;1;FAMILIA 642;10000000642;01/01/1985;1;MÃE 642
10000643;2;FAMILIA 643;10000000643;01/01/1985;1;MÃE 643
10000644;3;FAMILIA 644;10000000644;01/01/1985;1;MÃE 644
10000645;1;FAMILIA 645;10000000645;01/01/1985;1;MÃE 645
10000646;2;FAMILIA 646;10000000646;01/01/1985;1;MÃE 646
10000647;3;FAMILIA 647;10000000647;01/01/1985;1;MÃE 647
10000648;1;FAMILIA 648;10000000648;01/01/1985;1;MÃE 648
10000649;2;FAMILIA 649;10000000649;01/01/1985;1;MÃE 649
10000650;3;FAMILIA 650;10000000650;01/01/1985;1;MÃE 650
10000651;1;FAMILIA 651;10000000651;01/01/1985;1;MÃE 651
10000652;2;FAMILIA 652;10000000652;01/01/1985;1;MÃE 652
10000653;3;FAMILIA 653;10000000653;01/01/1985;1;MÃE 653
10000654;1;FAMILIA 654;10000000654;01/01/1985;1;MÃE 654
10000655;2;FAMILIA 655;10000000655;01/01/1985;1;MÃE 655
10000656;3;FAMILIA 656;10000000656;01/01/1985;1;MÃE 656
10000657;1;FAMILIA 657;10000000657;01/01/1985;1;MÃE 657
10000658;2;FAMILIA 658;10000000658;01/01/1985;1;MÃE 658
10000659;3;FAMILIA 659;10000000659;01/01/1985;1;MÃE 659
10000660;1;FAMILIA 660;10000000660;01/01/1985;1;MÃE 660
10000661;2;FAMILIA 661;10000000661;01/01/1985;1;MÃE 661
10000662;3;FAMILIA 662;10000000662;01/01/1985;1;MÃE 662
10000663;1;FAMILIA 663;10000000663;01/01/1985;1;MÃE 663
10000664;2;FAMILIA 664;10000000664;01/01/1985;1;MÃE 664
10000665;3;FAMILIA 665;10000000665;01/01/1985;1;MÃE 665
10000666;1;FAMILIA 666;10000000666;01/01/1985;1;MÃE 666
10000667;2;FAMILIA 667;10000000667;01/01/1985;1;MÃE 667
10000668;3;FAMILIA 668;10000000668;01/01/1985;1;MÃE 668
10000669;1;FAMILIA 669;10000000669;01/01/1985;1;MÃE 669
10000670;2;FAMILIA 670;10000000670;01/01/1985;1;MÃE 670
10000671;3;FAMILIA 671;10000000671;01/01/1985;1;MÃE 671
10000672;1;FAMILIA 672;10000000672;01/01/1985;1;MÃE 672
10000673;2;FAMILIA 673;10000000673;01/01/1985;1;MÃE 673
10000674;3;FAMILIA 674;10000000674;01/01/1985;1;MÃE 674
10000675;1;FAMILIA 675;10000000675;01/01/1985;1;MÃE 675
10000676;2;FAMILIA 676;10000000676;01/01/1985;1;MÃE 676
10000677;3;FAMILIA 677;10000000677;01/01/1985;1;MÃE 677
10000678;1;FAMILIA 678;10000000678;01/01/1985;1;MÃE 678
10000679;2;FAMILIA 679;10000000679;01/01/1985;1;MÃE 679
10000680;3;FAMILIA 680;10000000680;01/01/1985;1;MÃE 680
10000681;1;FAMILIA 681;10000000681;01/01/1985;1;MÃE 681
10000682;2;FAMILIA 682;10000000682;01/01/1985;1;MÃE 682
10000683;3;FAMILIA 683;10000000683;01/01/1985;1;MÃE 683
10000684;1;FAMILIA 684;10000000684;01/01/1985;1;MÃE 684
10000685;2;FAMILIA 685;10000000685;01/01/1985;1;MÃE 685
10000686;3;FAMILIA 686;10000000686;01/01/1985;1;MÃE 686
10000687;1;FAMILIA 687;10000000687;01/01/1985;1;MÃE 687
10000688;2;FAMILIA 688;10000000688;01/01/1985;1;MÃE 688
10000689;3;FAMILIA 689;10000000689;01/01/1985;1;MÃE 689
10000690;1;FAMILIA 690;10000000690;01/01/1985;1;MÃE 690
10000691;2;FAMILIA 691;10000000691;01/01/1985;1;MÃE 691
10000692;3;FAMILIA 692;10000000692;01/01/1985;1;MÃE 692
10000693;1;FAMILIA 693;10000000693;01/01/1985;1;MÃE 693
10000694;2;FAMILIA 694;10000000694;01/01/1985;1;MÃE 694
10000695;3;FAMILIA 695;10000000695;01/01/1985;1;MÃE 695
10000696;1;FAMILIA 696;10000000696;01/01/1985;1;MÃE 696
10000697;2;FAMILIA 697;10000000697;01/01/1985;1;MÃE 697
10000698;3;FAMILIA 698;10000000698;01/01/1985;1;MÃE 698
10000699;1;FAMILIA 699;10000000699;01/01/1985;1;MÃE 699
10000700;2;FAMILIA 700;10000000700;01/01/1985;1;MÃE 700
10000701;3;FAMILIA 701;10000000701;01/01/1985;1;MÃE 701
10000702;1;FAMILIA 702;10000000702;01/01/1985;1;MÃE 702
10000703;2;FAMILIA 703;10000000703;01/01/1985;1;MÃE 703
10000704;3;FAMILIA 704;10000000704;01/01/1985;1;MÃE 704
10000705;1;FAMILIA 705;10000000705;01/01/1985;1;MÃE 705
10000706;2;FAMILIA 706;10000000706;01/01/1985;1;MÃE 706
10000707;3;FAMILIA 707;10000000707;01/01/1985;1;MÃE 707
10000708;1;FAMILIA 708;10000000708;01/01/1985;1;MÃE 708
10000709;2;FAMILIA 709;10000000709;01/01/1985;1;MÃE 709
10000710;3;FAMILIA 710;10000000710;01/01/1985;1;MÃE 710
10000711;1;FAMILIA 711;10000000711;01/01/1985;1;MÃE 711
10000712;2;FAMILIA 712;10000000712;01/01/1985;1;MÃE 712
10000713;3;FAMILIA 713;10000000713;01/01/1985;1;MÃE 713
10000714;1;FAMILIA 714;10000000714;01/01/1985;1;MÃE 714
10000715;2;FAMILIA 715;10000000715;01/01/1985;1;MÃE 715
10000716;3;FAMILIA 716;10000000716;01/01/1985;1;MÃE 716
10000717;1;FAMILIA 717;10000000717;01/01/1985;1;MÃE 717
10000718;2;FAMILIA 718;10000000718;01/01/1985;1;MÃE 718
10000719;3;FAMILIA 719;10000000719;01/01/1985;1;MÃE 719
10000720;1;FAMILIA 720;10000000720;01/01/1985;1;MÃE 720
10000721;2;FAMILIA 721;10000000721;01/01/1985;1;MÃE 721
10000722;3;FAMILIA 722;10000000722;01/01/1985;1;MÃE 722
10000723;1;FAMILIA 723;10000000723;01/01/1985;1;MÃE 723
10000724;2;FAMILIA 724;10000000724;01/01/1985;1;MÃE 724
10000725;3;FAMILIA 725;10000000725;01/01/1985;1;MÃE 725
10000726;1;FAMILIA 726;10000000726;01/01/1985;1;MÃE 726
10000727;2;FAMILIA 727;10000000727;01/01/1985;1;MÃE 727
10000728;3;FAMILIA 728;10000000728;01/01/1985;1;MÃE 728
10000729;1;FAMILIA 729;10000000729;01/01/1985;1;MÃE 729
10000730;2;FAMILIA 730;10000000730;01/01/1985;1;MÃE 730
10000731;3;FAMILIA 731;10000000731;01/01/1985;1;MÃE 731
10000732;1;FAMILIA 732;10000000732;01/01/1985;1;MÃE 732
10000733;2;FAMILIA 733;10000000733;01/01/1985;1;MÃE 733
10000734;3;FAMILIA 734;10000000734;01/01/1985;1;MÃE 734
10000735;1;FAMILIA 735;10000000735;01/01/1985;1;MÃE 735
10000736;2;FAMILIA 736;10000000736;01/01/1985;1;MÃE 736
10000737;3;FAMILIA 737;10000000737;01/01/1985;1;MÃE 737
10000738;1;FAMILIA 738;10000000738;01/01/1985;1;MÃE 738
10000739;2;FAMILIA 739;10000000739;01/01/1985;1;MÃE 739
10000740;3;FAMILIA 740;10000000740;01/01/1985;1;MÃE 740
10000741;1;FAMILIA 741;10000000741;01/01/1985;1;MÃE 741
10000742;2;FAMILIA 742;10000000742;01/01/1985;1;MÃE 742
10000743;3;FAMILIA 743;10000000743;01/01/1985;1;MÃE 743
10000744;1;FAMILIA 744;10000000744;01/01/1985;1;MÃE 744
10000745;2;FAMILIA 745;10000000745;01/01/1985;1;MÃE 745
10000746;3;FAMILIA 746;10000000746;01/01/1985;1;MÃE 746
10000747;1;FAMILIA 747;10000000747;01/01/1985;1;MÃE 747
10000748;2;FAMILIA 748;10000000748;01/01/1985;1;MÃE 748
10000749;3;FAMILIA 749;10000000749;01/01/1985;1;MÃE 749
10000750;1;FAMILIA 750;10000000750;01/01/1985;1;MÃE 750
10000751;2;FAMILIA 751;10000000751;01/01/1985;1;MÃE 751
10000752;3;FAMILIA 752;10000000752;01/01/1985;1;MÃE 752
10000753;1;FAMILIA 753;10000000753;01/01/1985;1;MÃE 753
10000754;2;FAMILIA 754;10000000754;01/01/1985;1;MÃE 754
10000755;3;FAMILIA 755;10000000755;01/01/1985;1;MÃE 755
10000756;1;FAMILIA 756;10000000756;01/01/1985;1;MÃE 756
10000757;2;FAMILIA 757;10000000757;01/01/1985;1;MÃE 757
10000758;3;FAMILIA 758;10000000758;01/01/1985;1;MÃE 758
10000759;1;FAMILIA 759;10000000759;01/01/1985;1;MÃE 759
10000760;2;FAMILIA 760;10000000760;01/01/1985;1;MÃE 760
10000761;3;FAMILIA 761;10000000761;01/01/1985;1;MÃE 761
10000762;1;FAMILIA 762;10000000762;01/01/1985;1;MÃE 762
10000763;2;FAMILIA 763;10000000763;01/01/1985;1;MÃE 763
10000764;3;FAMILIA 764;10000000764;01/01/1985;1;MÃE 764
10000765;1;FAMILIA 765;10000000765;01/01/1985;1;MÃE 765
10000766;2;FAMILIA 766;10000000766;01/01/1985;1;MÃE 766
10000767;3;FAMILIA 767;10000000767;01/01/1985;1;MÃE 767
10000768;1;FAMILIA 768;10000000768;01/01/1985;1;MÃE 768
10000769;2;FAMILIA 769;10000000769;01/01/1985;1;MÃE 769
